CampusKey,Timestamp,ApparentTemperature,AirTemperature,DewPointTemperature,RelativeHumidity,WindSpeed,WindDirection
1,2021-01-03 07:00:00,19.59333333,17.70666667,17.90666667,100.0,35.72,265.9333333
1,2021-01-03 07:15:00,20.04666667,17.77333333,17.97333333,100.0,37.2,265.4666667
1,2021-01-03 07:30:00,19.83333333,17.80666667,18.00666667,100.0,35.67333333,264.0
1,2021-01-03 07:45:00,19.39333333,17.81333333,18.01333333,100.0,34.88,263.6
1,2021-01-03 08:00:00,19.26666667,17.8,18.0,100.0,37.02,265.9333333
1,2021-01-03 08:15:00,19.3,17.84666667,18.04666667,100.0,36.68,273.1333333
1,2021-01-03 08:30:00,19.06,17.86,18.06,100.0,44.44,273.8666667
1,2021-01-03 08:45:00,18.94666667,17.94,18.14,100.0,36.49333333,265.0666667
1,2021-01-03 09:00:00,19.13333333,18.13333333,18.33333333,100.0,39.61333333,266.0
1,2021-01-03 09:15:00,19.16,18.18,18.38,100.0,40.10666667,258.6666667
1,2021-01-03 09:30:00,18.85333333,18.09333333,18.29333333,100.0,41.84,251.8666667
1,2021-01-03 09:45:00,18.00666667,17.69333333,17.89333333,100.0,42.06,210.4666667
1,2021-01-03 10:00:00,19.02,18.07333333,18.27333333,100.0,40.38,239.8666667
1,2021-01-03 10:15:00,19.06666667,18.02,18.22,100.0,40.4,249.6666667
1,2021-01-03 10:30:00,19.7,17.86666667,18.06666667,100.0,41.68,233.8666667
1,2021-01-03 10:45:00,20.48,18.26,18.46,100.0,42.6,231.9333333
1,2021-01-03 11:00:00,20.92,18.38,18.58,100.0,42.84,246.2
1,2021-01-03 11:15:00,20.71333333,18.98,19.04666667,100.0,38.75333333,259.3333333
1,2021-01-03 11:30:00,21.61333333,19.58,19.58,100.0,40.04,252.5333333
1,2021-01-03 11:45:00,21.88666667,19.66666667,19.55333333,99.4,40.76,245.6
1,2021-01-03 12:00:00,22.66666667,20.27333333,19.75333333,96.93333333,33.16666667,282.0
1,2021-01-03 12:15:00,22.94,21.17333333,19.82666667,92.2,37.14,248.2
1,2021-01-03 12:30:00,21.75333333,21.10666667,17.94666667,82.2,36.3,248.6
1,2021-01-03 12:45:00,22.28666667,21.16666667,18.18666667,83.13333333,36.44666667,252.4
1,2021-01-03 13:00:00,22.27333333,21.48,17.63333333,78.86666667,35.34,255.9333333
1,2021-01-03 13:15:00,22.88,22.2,17.38,74.2,35.28666667,239.1333333
1,2021-01-03 13:30:00,23.1,22.42,18.20666667,77.13333333,35.82,206.7333333
1,2021-01-03 13:45:00,22.74,22.42,17.52,73.86666667,37.34,202.0
1,2021-01-03 14:00:00,23.61333333,22.84666667,17.43333333,71.6,37.1,218.6
1,2021-01-03 14:15:00,24.06666667,23.28,16.60666667,66.13333333,33.72666667,202.4
1,2021-01-03 14:30:00,24.08,23.92666667,16.46,63.06666667,35.07333333,204.6
1,2021-01-03 14:45:00,24.32,24.01333333,15.89333333,60.46666667,33.84666667,255.0
1,2021-01-03 15:00:00,24.66666667,24.32666667,16.09333333,60.13333333,36.74666667,228.2666667
1,2021-01-03 15:15:00,26.22,25.41333333,16.57333333,58.13333333,34.71333333,154.06666669999996
1,2021-01-03 15:30:00,25.98,25.48666667,16.04666667,56.0,29.94,171.33333330000005
